_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2021-09-01,2020-10-01,2021-10-01,Seasonally adjusted - constant,Total industrial,4122805,4122805
2021-10-01,2020-11-01,2021-11-01,Seasonally adjusted - constant,Total industrial,4323977,4323977
2021-11-01,2020-12-01,2021-12-01,Seasonally adjusted - constant,Total industrial,4644482,4644482
2021-12-01,2021-01-01,2022-01-01,Seasonally adjusted - constant,Total industrial,5014137,5014137
2022-01-01,2021-02-01,2022-02-01,Seasonally adjusted - constant,Total industrial,5281326,5281326
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - current,Total industrial,3907075,3907075
2010-09-01,2009-10-01,2010-10-01,Seasonally adjusted - current,Total industrial,3870309,3870309
2010-10-01,2009-11-01,2010-11-01,Seasonally adjusted - current,Total industrial,3659450,3659450
2010-11-01,2009-12-01,2010-12-01,Seasonally adjusted - current,Total industrial,3336288,3336288
2010-12-01,2010-01-01,2011-01-01,Seasonally adjusted - current,Total industrial,3048440,3048440
2011-01-01,2010-02-01,2011-02-01,Seasonally adjusted - current,Total industrial,2877866,2877866
2011-02-01,2010-03-01,2011-03-01,Seasonally adjusted - current,Total industrial,2610250,2610250
2011-03-01,2010-04-01,2011-04-01,Seasonally adjusted - current,Total industrial,2291567,2291567
2011-04-01,2010-05-01,2011-05-01,Seasonally adjusted - current,Total industrial,2004820,2004820
2011-05-01,2010-06-01,2011-06-01,Seasonally adjusted - current,Total industrial,2056437,2056437
2011-06-01,2010-07-01,2011-07-01,Seasonally adjusted - current,Total industrial,2151306,2151306
2011-07-01,2010-08-01,2011-08-01,Seasonally adjusted - current,Total industrial,1999720,1999720
2011-08-01,2010-09-01,2011-09-01,Seasonally adjusted - current,Total industrial,1965634,1965634
2011-09-01,2010-10-01,2011-10-01,Seasonally adjusted - current,Total industrial,1937555,1937555
2011-10-01,2010-11-01,2011-11-01,Seasonally adjusted - current,Total industrial,2013369,2013369
2012-12-01,2012-01-01,2013-01-01,Seasonally adjusted - current,Total industrial,4429257,4429257
2013-01-01,2012-02-01,2013-02-01,Seasonally adjusted - current,Total industrial,3885340,3885340
2013-02-01,2012-03-01,2013-03-01,Seasonally adjusted - current,Total industrial,3841668,3841668
2013-06-01,2012-07-01,2013-07-01,Seasonally adjusted - current,Total industrial,3480037,3480037
2013-07-01,2012-08-01,2013-08-01,Seasonally adjusted - current,Total industrial,4191099,4191099
2013-08-01,2012-09-01,2013-09-01,Seasonally adjusted - current,Total industrial,4655553,4655553
2013-09-01,2012-10-01,2013-10-01,Seasonally adjusted - current,Total industrial,4567273,4567273
2013-10-01,2012-11-01,2013-11-01,Seasonally adjusted - current,Total industrial,4256802,4256802
2013-11-01,2012-12-01,2013-12-01,Seasonally adjusted - current,Total industrial,3973182,3973182
2014-04-01,2013-05-01,2014-05-01,Seasonally adjusted - current,Total industrial,3182787,3182787
2014-05-01,2013-06-01,2014-06-01,Seasonally adjusted - current,Total industrial,3335879,3335879
2014-06-01,2013-07-01,2014-07-01,Seasonally adjusted - current,Total industrial,3407895,3407895
2014-07-01,2013-08-01,2014-08-01,Seasonally adjusted - current,Total industrial,3397324,3397324
2014-08-01,2013-09-01,2014-09-01,Seasonally adjusted - current,Total industrial,3660384,3660384
2014-09-01,2013-10-01,2014-10-01,Seasonally adjusted - current,Total industrial,3659979,3659979
2015-04-01,2014-05-01,2015-05-01,Seasonally adjusted - current,Total industrial,3215004,3215004
2015-05-01,2014-06-01,2015-06-01,Seasonally adjusted - current,Total industrial,3169023,3169023
2015-06-01,2014-07-01,2015-07-01,Seasonally adjusted - current,Total industrial,3070773,3070773
2015-07-01,2014-08-01,2015-08-01,Seasonally adjusted - current,Total industrial,3255916,3255916
2016-02-01,2015-03-01,2016-03-01,Seasonally adjusted - current,Total industrial,2626934,2626934
2016-03-01,2015-04-01,2016-04-01,Seasonally adjusted - current,Total industrial,2361905,2361905
2016-04-01,2015-05-01,2016-05-01,Seasonally adjusted - current,Total industrial,2034490,2034490
2016-05-01,2015-06-01,2016-06-01,Seasonally adjusted - current,Total industrial,1764567,1764567
2016-06-01,2015-07-01,2016-07-01,Seasonally adjusted - current,Total industrial,1480386,1480386
2016-07-01,2015-08-01,2016-08-01,Seasonally adjusted - current,Total industrial,1264029,1264029
2016-08-01,2015-09-01,2016-09-01,Seasonally adjusted - current,Total industrial,1187671,1187671
2016-09-01,2015-10-01,2016-10-01,Seasonally adjusted - current,Total industrial,1216182,1216182
2016-10-01,2015-11-01,2016-11-01,Seasonally adjusted - current,Total industrial,1155977,1155977
2016-11-01,2015-12-01,2016-12-01,Seasonally adjusted - current,Total industrial,1270996,1270996
2016-12-01,2016-01-01,2017-01-01,Seasonally adjusted - current,Total industrial,1460494,1460494
2017-01-01,2016-02-01,2017-02-01,Seasonally adjusted - current,Total industrial,1991734,1991734
2017-02-01,2016-03-01,2017-03-01,Seasonally adjusted - current,Total industrial,2251888,2251888
2017-03-01,2016-04-01,2017-04-01,Seasonally adjusted - current,Total industrial,2202217,2202217
2017-04-01,2016-05-01,2017-05-01,Seasonally adjusted - current,Total industrial,2380159,2380159
2017-05-01,2016-06-01,2017-06-01,Seasonally adjusted - current,Total industrial,2348261,2348261
2017-06-01,2016-07-01,2017-07-01,Seasonally adjusted - current,Total industrial,2851150,2851150
2017-07-01,2016-08-01,2017-08-01,Seasonally adjusted - current,Total industrial,3005110,3005110
2017-08-01,2016-09-01,2017-09-01,Seasonally adjusted - current,Total industrial,2605024,2605024
2018-01-01,2017-02-01,2018-02-01,Seasonally adjusted - current,Total industrial,2317553,2317553
2018-02-01,2017-03-01,2018-03-01,Seasonally adjusted - current,Total industrial,1928161,1928161
2018-03-01,2017-04-01,2018-04-01,Seasonally adjusted - current,Total industrial,1680814,1680814
2019-01-01,2018-02-01,2019-02-01,Seasonally adjusted - current,Total industrial,2435572,2435572
2019-02-01,2018-03-01,2019-03-01,Seasonally adjusted - current,Total industrial,2404176,2404176
2019-03-01,2018-04-01,2019-04-01,Seasonally adjusted - current,Total industrial,2294718,2294718
2019-04-01,2018-05-01,2019-05-01,Seasonally adjusted - current,Total industrial,2200709,2200709
2019-05-01,2018-06-01,2019-06-01,Seasonally adjusted - current,Total industrial,2212361,2212361
2019-06-01,2018-07-01,2019-07-01,Seasonally adjusted - current,Total industrial,2114112,2114112
2019-07-01,2018-08-01,2019-08-01,Seasonally adjusted - current,Total industrial,1996012,1996012
2019-08-01,2018-09-01,2019-09-01,Seasonally adjusted - current,Total industrial,1870529,1870529
2019-09-01,2018-10-01,2019-10-01,Seasonally adjusted - current,Total industrial,1769879,1769879
2019-10-01,2018-11-01,2019-11-01,Seasonally adjusted - current,Total industrial,1783482,1783482
2020-02-01,2019-03-01,2020-03-01,Seasonally adjusted - current,Total industrial,1184467,1184467
2020-03-01,2019-04-01,2020-04-01,Seasonally adjusted - current,Total industrial,1406132,1406132
2020-04-01,2019-05-01,2020-05-01,Seasonally adjusted - current,Total industrial,1483139,1483139
2020-09-01,2019-10-01,2020-10-01,Seasonally adjusted - current,Total industrial,2254635,2254635
2020-10-01,2019-11-01,2020-11-01,Seasonally adjusted - current,Total industrial,2255457,2255457
2020-11-01,2019-12-01,2020-12-01,Seasonally adjusted - current,Total industrial,2466282,2466282
2020-12-01,2020-01-01,2021-01-01,Seasonally adjusted - current,Total industrial,2514890,2514890
2021-01-01,2020-02-01,2021-02-01,Seasonally adjusted - current,Total industrial,2499133,2499133
2021-02-01,2020-03-01,2021-03-01,Seasonally adjusted - current,Total industrial,2353253,2353253
2021-07-01,2020-08-01,2021-08-01,Seasonally adjusted - current,Total industrial,5586698,5586698
2021-08-01,2020-09-01,2021-09-01,Seasonally adjusted - current,Total industrial,4943702,4943702
2021-09-01,2020-10-01,2021-10-01,Seasonally adjusted - current,Total industrial,5641748,5641748
2021-10-01,2020-11-01,2021-11-01,Seasonally adjusted - current,Total industrial,5950533,5950533
2021-11-01,2020-12-01,2021-12-01,Seasonally adjusted - current,Total industrial,6410291,6410291
2021-12-01,2021-01-01,2022-01-01,Seasonally adjusted - current,Total industrial,6897927,6897927
2022-01-01,2021-02-01,2022-02-01,Seasonally adjusted - current,Total industrial,7317923,7317923
2010-08-01,2009-09-01,2010-09-01,Unadjusted - constant,Total industrial,4078366,4078366
2010-09-01,2009-10-01,2010-10-01,Unadjusted - constant,Total industrial,4031572,4031572
2010-10-01,2009-11-01,2010-11-01,Unadjusted - constant,Total industrial,3811927,3811927
2010-11-01,2009-12-01,2010-12-01,Unadjusted - constant,Total industrial,3475300,3475300
2010-12-01,2010-01-01,2011-01-01,Unadjusted - constant,Total industrial,3142722,3142722
2011-01-01,2010-02-01,2011-02-01,Unadjusted - constant,Total industrial,2966872,2966872
2011-02-01,2010-03-01,2011-03-01,Unadjusted - constant,Total industrial,2690979,2690979
2011-03-01,2010-04-01,2011-04-01,Unadjusted - constant,Total industrial,2340722,2340722
2011-04-01,2010-05-01,2011-05-01,Unadjusted - constant,Total industrial,2047825,2047825
2011-05-01,2010-06-01,2011-06-01,Unadjusted - constant,Total industrial,2100548,2100548
2011-06-01,2010-07-01,2011-07-01,Unadjusted - constant,Total industrial,2190740,2190740
2011-07-01,2010-08-01,2011-08-01,Unadjusted - constant,Total industrial,2036375,2036375
2011-08-01,2010-09-01,2011-09-01,Unadjusted - constant,Total industrial,2001664,2001664
2011-09-01,2010-10-01,2011-10-01,Unadjusted - constant,Total industrial,1967061,1967061
2011-10-01,2010-11-01,2011-11-01,Unadjusted - constant,Total industrial,2044030,2044030
2012-12-01,2012-01-01,2013-01-01,Unadjusted - constant,Total industrial,4398468,4398468
2013-01-01,2012-02-01,2013-02-01,Unadjusted - constant,Total industrial,3858332,3858332
2013-02-01,2012-03-01,2013-03-01,Unadjusted - constant,Total industrial,3814964,3814964
2013-06-01,2012-07-01,2013-07-01,Unadjusted - constant,Total industrial,3431989,3431989
2013-07-01,2012-08-01,2013-08-01,Unadjusted - constant,Total industrial,4133233,4133233
2013-08-01,2012-09-01,2013-09-01,Unadjusted - constant,Total industrial,4591275,4591275
2013-09-01,2012-10-01,2013-10-01,Unadjusted - constant,Total industrial,4504214,4504214
2013-10-01,2012-11-01,2013-11-01,Unadjusted - constant,Total industrial,4198030,4198030
2013-11-01,2012-12-01,2013-12-01,Unadjusted - constant,Total industrial,3918326,3918326
2014-04-01,2013-05-01,2014-05-01,Unadjusted - constant,Total industrial,3081111,3081111
2014-05-01,2013-06-01,2014-06-01,Unadjusted - constant,Total industrial,3229312,3229312
2014-06-01,2013-07-01,2014-07-01,Unadjusted - constant,Total industrial,3292653,3292653
2014-07-01,2013-08-01,2014-08-01,Unadjusted - constant,Total industrial,3282438,3282438
2014-08-01,2013-09-01,2014-09-01,Unadjusted - constant,Total industrial,3536603,3536603
2014-09-01,2013-10-01,2014-10-01,Unadjusted - constant,Total industrial,3539632,3539632
2015-04-01,2014-05-01,2015-05-01,Unadjusted - constant,Total industrial,3076559,3076559
2015-05-01,2014-06-01,2015-06-01,Unadjusted - constant,Total industrial,3032558,3032558
2015-06-01,2014-07-01,2015-07-01,Unadjusted - constant,Total industrial,2927334,2927334
2015-07-01,2014-08-01,2015-08-01,Unadjusted - constant,Total industrial,3103829,3103829
2016-02-01,2015-03-01,2016-03-01,Unadjusted - constant,Total industrial,2499462,2499462
2016-03-01,2015-04-01,2016-04-01,Unadjusted - constant,Total industrial,2236653,2236653
2016-04-01,2015-05-01,2016-05-01,Unadjusted - constant,Total industrial,1926600,1926600
2016-05-01,2015-06-01,2016-06-01,Unadjusted - constant,Total industrial,1670991,1670991
2016-06-01,2015-07-01,2016-07-01,Unadjusted - constant,Total industrial,1400555,1400555
2016-07-01,2015-08-01,2016-08-01,Unadjusted - constant,Total industrial,1195864,1195864
2016-08-01,2015-09-01,2016-09-01,Unadjusted - constant,Total industrial,1123625,1123625
2016-09-01,2015-10-01,2016-10-01,Unadjusted - constant,Total industrial,1150598,1150598
2016-10-01,2015-11-01,2016-11-01,Unadjusted - constant,Total industrial,1093640,1093640
2016-11-01,2015-12-01,2016-12-01,Unadjusted - constant,Total industrial,1202456,1202456
2016-12-01,2016-01-01,2017-01-01,Unadjusted - constant,Total industrial,1364593,1364593
2017-01-01,2016-02-01,2017-02-01,Unadjusted - constant,Total industrial,1862739,1862739
2017-02-01,2016-03-01,2017-03-01,Unadjusted - constant,Total industrial,2107384,2107384
2017-03-01,2016-04-01,2017-04-01,Unadjusted - constant,Total industrial,2054344,2054344
2017-04-01,2016-05-01,2017-05-01,Unadjusted - constant,Total industrial,2221232,2221232
2017-05-01,2016-06-01,2017-06-01,Unadjusted - constant,Total industrial,2191534,2191534
2017-06-01,2016-07-01,2017-07-01,Unadjusted - constant,Total industrial,2650844,2650844
2017-07-01,2016-08-01,2017-08-01,Unadjusted - constant,Total industrial,2792545,2792545
2017-08-01,2016-09-01,2017-09-01,Unadjusted - constant,Total industrial,2420318,2420318
2018-01-01,2017-02-01,2018-02-01,Unadjusted - constant,Total industrial,2250862,2250862
2018-02-01,2017-03-01,2018-03-01,Unadjusted - constant,Total industrial,1827195,1827195
2018-03-01,2017-04-01,2018-04-01,Unadjusted - constant,Total industrial,1463502,1463502
2019-01-01,2018-02-01,2019-02-01,Unadjusted - constant,Total industrial,2288502,2288502
2019-02-01,2018-03-01,2019-03-01,Unadjusted - constant,Total industrial,2197235,2197235
2019-03-01,2018-04-01,2019-04-01,Unadjusted - constant,Total industrial,1947592,1947592
2019-04-01,2018-05-01,2019-05-01,Unadjusted - constant,Total industrial,1786813,1786813
2019-05-01,2018-06-01,2019-06-01,Unadjusted - constant,Total industrial,1802308,1802308
2019-06-01,2018-07-01,2019-07-01,Unadjusted - constant,Total industrial,1673429,1673429
2019-07-01,2018-08-01,2019-08-01,Unadjusted - constant,Total industrial,1603729,1603729
2019-08-01,2018-09-01,2019-09-01,Unadjusted - constant,Total industrial,1534210,1534210
2019-09-01,2018-10-01,2019-10-01,Unadjusted - constant,Total industrial,1585297,1585297
2019-10-01,2018-11-01,2019-11-01,Unadjusted - constant,Total industrial,1676109,1676109
2020-02-01,2019-03-01,2020-03-01,Unadjusted - constant,Total industrial,1052326,1052326
2020-03-01,2019-04-01,2020-04-01,Unadjusted - constant,Total industrial,1155379,1155379
2020-04-01,2019-05-01,2020-05-01,Unadjusted - constant,Total industrial,1157947,1157947
2020-09-01,2019-10-01,2020-10-01,Unadjusted - constant,Total industrial,1945814,1945814
2020-10-01,2019-11-01,2020-11-01,Unadjusted - constant,Total industrial,2062200,2062200
2020-11-01,2019-12-01,2020-12-01,Unadjusted - constant,Total industrial,2397658,2397658
2020-12-01,2020-01-01,2021-01-01,Unadjusted - constant,Total industrial,2354611,2354611
2021-01-01,2020-02-01,2021-02-01,Unadjusted - constant,Total industrial,2221360,2221360
2021-02-01,2020-03-01,2021-03-01,Unadjusted - constant,Total industrial,1987737,1987737
2021-03-01,2020-04-01,2021-04-01,Unadjusted - constant,Total industrial,1718265,1718265
2021-04-01,2020-05-01,2021-05-01,Unadjusted - constant,Total industrial,1550866,1550866
2021-05-01,2020-06-01,2021-06-01,Unadjusted - constant,Total industrial,1573327,1573327
2021-07-01,2020-08-01,2021-08-01,Unadjusted - constant,Total industrial,3391087,3391087
2021-08-01,2020-09-01,2021-09-01,Unadjusted - constant,Total industrial,3470221,3470221
2021-09-01,2020-10-01,2021-10-01,Unadjusted - constant,Total industrial,4341306,4341306
2021-10-01,2020-11-01,2021-11-01,Unadjusted - constant,Total industrial,4818596,4818596
2021-11-01,2020-12-01,2021-12-01,Unadjusted - constant,Total industrial,5659125,5659125
2021-12-01,2021-01-01,2022-01-01,Unadjusted - constant,Total industrial,5925992,5925992
2022-01-01,2021-02-01,2022-02-01,Unadjusted - constant,Total industrial,5907115,5907115
2010-08-01,2009-09-01,2010-09-01,Unadjusted - current,Total industrial,3907075,3907075
2010-09-01,2009-10-01,2010-10-01,Unadjusted - current,Total industrial,3870309,3870309
2010-10-01,2009-11-01,2010-11-01,Unadjusted - current,Total industrial,3659450,3659450
2010-11-01,2009-12-01,2010-12-01,Unadjusted - current,Total industrial,3336288,3336288
2010-12-01,2010-01-01,2011-01-01,Unadjusted - current,Total industrial,3048440,3048440
