_previousMonth,_previousYear,Date,Type of dwelling unit,Type of market,_valueConnector,Units
December 1995,January 1995,1996-01-01,Row units,Condo,0,0
January 1996,February 1995,1996-02-01,Row units,Condo,0,0
February 1996,March 1995,1996-03-01,Row units,Condo,0,0
March 1996,April 1995,1996-04-01,Row units,Condo,0,0
April 1996,May 1995,1996-05-01,Row units,Condo,0,0
May 1996,June 1995,1996-06-01,Row units,Condo,0,0
June 1996,July 1995,1996-07-01,Row units,Condo,0,0
July 1996,August 1995,1996-08-01,Row units,Condo,0,0
August 1996,September 1995,1996-09-01,Row units,Condo,0,0
September 1996,October 1995,1996-10-01,Row units,Condo,0,0
October 1996,November 1995,1996-11-01,Row units,Condo,0,0
November 1996,December 1995,1996-12-01,Row units,Condo,0,0
December 1996,January 1996,1997-01-01,Row units,Condo,0,0
January 1997,February 1996,1997-02-01,Row units,Condo,0,0
February 1997,March 1996,1997-03-01,Row units,Condo,0,0
March 1997,April 1996,1997-04-01,Row units,Condo,0,0
April 1997,May 1996,1997-05-01,Row units,Condo,0,0
May 1997,June 1996,1997-06-01,Row units,Condo,0,0
June 1997,July 1996,1997-07-01,Row units,Condo,0,0
July 1997,August 1996,1997-08-01,Row units,Condo,0,0
August 1997,September 1996,1997-09-01,Row units,Condo,0,0
September 1997,October 1996,1997-10-01,Row units,Condo,0,0
October 1997,November 1996,1997-11-01,Row units,Condo,0,0
November 1997,December 1996,1997-12-01,Row units,Condo,0,0
December 1997,January 1997,1998-01-01,Row units,Condo,0,0
January 1998,February 1997,1998-02-01,Row units,Condo,0,0
February 1998,March 1997,1998-03-01,Row units,Condo,0,0
March 1998,April 1997,1998-04-01,Row units,Condo,0,0
April 1998,May 1997,1998-05-01,Row units,Condo,0,0
May 1998,June 1997,1998-06-01,Row units,Condo,0,0
June 1998,July 1997,1998-07-01,Row units,Condo,0,0
July 1998,August 1997,1998-08-01,Row units,Condo,9,9
August 1998,September 1997,1998-09-01,Row units,Condo,0,0
September 1998,October 1997,1998-10-01,Row units,Condo,0,0
October 1998,November 1997,1998-11-01,Row units,Condo,0,0
November 1998,December 1997,1998-12-01,Row units,Condo,0,0
December 1998,January 1998,1999-01-01,Row units,Condo,0,0
January 1999,February 1998,1999-02-01,Row units,Condo,0,0
February 1999,March 1998,1999-03-01,Row units,Condo,0,0
March 1999,April 1998,1999-04-01,Row units,Condo,0,0
November 1993,December 1992,1993-12-01,Row units,Homeowner,4,4
December 1993,January 1993,1994-01-01,Row units,Homeowner,0,0
January 1994,February 1993,1994-02-01,Row units,Homeowner,6,6
February 1994,March 1993,1994-03-01,Row units,Homeowner,0,0
March 1994,April 1993,1994-04-01,Row units,Homeowner,4,4
April 1994,May 1993,1994-05-01,Row units,Homeowner,7,7
May 1994,June 1993,1994-06-01,Row units,Homeowner,13,13
June 1994,July 1993,1994-07-01,Row units,Homeowner,0,0
July 1994,August 1993,1994-08-01,Row units,Homeowner,0,0
August 1994,September 1993,1994-09-01,Row units,Homeowner,19,19
September 1994,October 1993,1994-10-01,Row units,Homeowner,0,0
October 1994,November 1993,1994-11-01,Row units,Homeowner,5,5
November 1994,December 1993,1994-12-01,Row units,Homeowner,0,0
December 1994,January 1994,1995-01-01,Row units,Homeowner,12,12
January 1995,February 1994,1995-02-01,Row units,Homeowner,3,3
February 1995,March 1994,1995-03-01,Row units,Homeowner,0,0
March 1995,April 1994,1995-04-01,Row units,Homeowner,7,7
April 1995,May 1994,1995-05-01,Row units,Homeowner,6,6
May 1995,June 1994,1995-06-01,Row units,Homeowner,6,6
June 1995,July 1994,1995-07-01,Row units,Homeowner,13,13
July 1995,August 1994,1995-08-01,Row units,Homeowner,4,4
August 1995,September 1994,1995-09-01,Row units,Homeowner,13,13
September 1995,October 1994,1995-10-01,Row units,Homeowner,0,0
October 1995,November 1994,1995-11-01,Row units,Homeowner,0,0
November 1995,December 1994,1995-12-01,Row units,Homeowner,5,5
December 1995,January 1995,1996-01-01,Row units,Homeowner,0,0
January 1996,February 1995,1996-02-01,Row units,Homeowner,0,0
February 1996,March 1995,1996-03-01,Row units,Homeowner,0,0
March 1996,April 1995,1996-04-01,Row units,Homeowner,0,0
January 2012,February 2011,2012-02-01,Apartment and other types of units,Co-op,0,0
February 2012,March 2011,2012-03-01,Apartment and other types of units,Co-op,0,0
March 2012,April 2011,2012-04-01,Apartment and other types of units,Co-op,0,0
April 2012,May 2011,2012-05-01,Apartment and other types of units,Co-op,0,0
May 2012,June 2011,2012-06-01,Apartment and other types of units,Co-op,0,0
June 2012,July 2011,2012-07-01,Apartment and other types of units,Co-op,0,0
July 2012,August 2011,2012-08-01,Apartment and other types of units,Co-op,0,0
August 2012,September 2011,2012-09-01,Apartment and other types of units,Co-op,0,0
September 2012,October 2011,2012-10-01,Apartment and other types of units,Co-op,0,0
October 2012,November 2011,2012-11-01,Apartment and other types of units,Co-op,0,0
November 2012,December 2011,2012-12-01,Apartment and other types of units,Co-op,0,0
December 2012,January 2012,2013-01-01,Apartment and other types of units,Co-op,0,0
January 2013,February 2012,2013-02-01,Apartment and other types of units,Co-op,0,0
February 2013,March 2012,2013-03-01,Apartment and other types of units,Co-op,0,0
March 2013,April 2012,2013-04-01,Apartment and other types of units,Co-op,0,0
April 2013,May 2012,2013-05-01,Apartment and other types of units,Co-op,0,0
May 2013,June 2012,2013-06-01,Apartment and other types of units,Co-op,0,0
June 2013,July 2012,2013-07-01,Apartment and other types of units,Co-op,0,0
July 2013,August 2012,2013-08-01,Apartment and other types of units,Co-op,0,0
August 2013,September 2012,2013-09-01,Apartment and other types of units,Co-op,0,0
September 2013,October 2012,2013-10-01,Apartment and other types of units,Co-op,0,0
October 2013,November 2012,2013-11-01,Apartment and other types of units,Co-op,0,0
November 2013,December 2012,2013-12-01,Apartment and other types of units,Co-op,0,0
December 2013,January 2013,2014-01-01,Apartment and other types of units,Co-op,0,0
January 2014,February 2013,2014-02-01,Apartment and other types of units,Co-op,0,0
February 2014,March 2013,2014-03-01,Apartment and other types of units,Co-op,0,0
March 2014,April 2013,2014-04-01,Apartment and other types of units,Co-op,0,0
April 2014,May 2013,2014-05-01,Apartment and other types of units,Co-op,0,0
May 2014,June 2013,2014-06-01,Apartment and other types of units,Co-op,0,0
June 2014,July 2013,2014-07-01,Apartment and other types of units,Co-op,0,0
July 2014,August 2013,2014-08-01,Apartment and other types of units,Co-op,0,0
August 2014,September 2013,2014-09-01,Apartment and other types of units,Co-op,0,0
September 2014,October 2013,2014-10-01,Apartment and other types of units,Co-op,0,0
October 2014,November 2013,2014-11-01,Apartment and other types of units,Co-op,0,0
November 2014,December 2013,2014-12-01,Apartment and other types of units,Co-op,0,0
December 2014,January 2014,2015-01-01,Apartment and other types of units,Co-op,0,0
January 2015,February 2014,2015-02-01,Apartment and other types of units,Co-op,0,0
February 2015,March 2014,2015-03-01,Apartment and other types of units,Co-op,0,0
March 2015,April 2014,2015-04-01,Apartment and other types of units,Co-op,0,0
April 2015,May 2014,2015-05-01,Apartment and other types of units,Co-op,0,0
May 2015,June 2014,2015-06-01,Apartment and other types of units,Co-op,0,0
June 2015,July 2014,2015-07-01,Apartment and other types of units,Co-op,0,0
July 2015,August 2014,2015-08-01,Apartment and other types of units,Co-op,0,0
August 2015,September 2014,2015-09-01,Apartment and other types of units,Co-op,0,0
September 2015,October 2014,2015-10-01,Apartment and other types of units,Co-op,0,0
October 2015,November 2014,2015-11-01,Apartment and other types of units,Co-op,0,0
November 2015,December 2014,2015-12-01,Apartment and other types of units,Co-op,0,0
December 2015,January 2015,2016-01-01,Apartment and other types of units,Co-op,0,0
January 2016,February 2015,2016-02-01,Apartment and other types of units,Co-op,0,0
February 2016,March 2015,2016-03-01,Apartment and other types of units,Co-op,0,0
March 2016,April 2015,2016-04-01,Apartment and other types of units,Co-op,0,0
April 2016,May 2015,2016-05-01,Apartment and other types of units,Co-op,0,0
May 2016,June 2015,2016-06-01,Apartment and other types of units,Co-op,0,0
June 2016,July 2015,2016-07-01,Apartment and other types of units,Co-op,0,0
July 2016,August 2015,2016-08-01,Apartment and other types of units,Co-op,0,0
August 2016,September 2015,2016-09-01,Apartment and other types of units,Co-op,0,0
September 2016,October 2015,2016-10-01,Apartment and other types of units,Co-op,0,0
October 2016,November 2015,2016-11-01,Apartment and other types of units,Co-op,0,0
November 2016,December 2015,2016-12-01,Apartment and other types of units,Co-op,0,0
December 2016,January 2016,2017-01-01,Apartment and other types of units,Co-op,0,0
January 2017,February 2016,2017-02-01,Apartment and other types of units,Co-op,0,0
February 2017,March 2016,2017-03-01,Apartment and other types of units,Co-op,0,0
March 2017,April 2016,2017-04-01,Apartment and other types of units,Co-op,0,0
April 2017,May 2016,2017-05-01,Apartment and other types of units,Co-op,0,0
May 2017,June 2016,2017-06-01,Apartment and other types of units,Co-op,0,0
June 2017,July 2016,2017-07-01,Apartment and other types of units,Co-op,0,0
July 2017,August 2016,2017-08-01,Apartment and other types of units,Co-op,0,0
August 2017,September 2016,2017-09-01,Apartment and other types of units,Co-op,0,0
September 2017,October 2016,2017-10-01,Apartment and other types of units,Co-op,0,0
October 2017,November 2016,2017-11-01,Apartment and other types of units,Co-op,0,0
November 2017,December 2016,2017-12-01,Apartment and other types of units,Co-op,0,0
December 2017,January 2017,2018-01-01,Apartment and other types of units,Co-op,0,0
January 2018,February 2017,2018-02-01,Apartment and other types of units,Co-op,0,0
February 2018,March 2017,2018-03-01,Apartment and other types of units,Co-op,0,0
March 2018,April 2017,2018-04-01,Apartment and other types of units,Co-op,0,0
April 2018,May 2017,2018-05-01,Apartment and other types of units,Co-op,0,0
May 2018,June 2017,2018-06-01,Apartment and other types of units,Co-op,0,0
June 2018,July 2017,2018-07-01,Apartment and other types of units,Co-op,0,0
July 2018,August 2017,2018-08-01,Apartment and other types of units,Co-op,0,0
August 2018,September 2017,2018-09-01,Apartment and other types of units,Co-op,0,0
September 2018,October 2017,2018-10-01,Apartment and other types of units,Co-op,0,0
October 2018,November 2017,2018-11-01,Apartment and other types of units,Co-op,0,0
November 2018,December 2017,2018-12-01,Apartment and other types of units,Co-op,0,0
January 2012,February 2011,2012-02-01,Apartment and other types of units,Condo,0,0
February 2012,March 2011,2012-03-01,Apartment and other types of units,Condo,0,0
March 2012,April 2011,2012-04-01,Apartment and other types of units,Condo,0,0
April 2012,May 2011,2012-05-01,Apartment and other types of units,Condo,0,0
May 2012,June 2011,2012-06-01,Apartment and other types of units,Condo,0,0
June 2012,July 2011,2012-07-01,Apartment and other types of units,Condo,0,0
July 2012,August 2011,2012-08-01,Apartment and other types of units,Condo,0,0
August 2012,September 2011,2012-09-01,Apartment and other types of units,Condo,0,0
September 2012,October 2011,2012-10-01,Apartment and other types of units,Condo,161,161
October 2012,November 2011,2012-11-01,Apartment and other types of units,Condo,0,0
November 2012,December 2011,2012-12-01,Apartment and other types of units,Condo,0,0
December 2012,January 2012,2013-01-01,Apartment and other types of units,Condo,72,72
January 2013,February 2012,2013-02-01,Apartment and other types of units,Condo,0,0
February 2013,March 2012,2013-03-01,Apartment and other types of units,Condo,0,0
March 2013,April 2012,2013-04-01,Apartment and other types of units,Condo,0,0
April 2013,May 2012,2013-05-01,Apartment and other types of units,Condo,0,0
May 2013,June 2012,2013-06-01,Apartment and other types of units,Condo,0,0
June 2013,July 2012,2013-07-01,Apartment and other types of units,Condo,0,0
July 2013,August 2012,2013-08-01,Apartment and other types of units,Condo,0,0
August 2013,September 2012,2013-09-01,Apartment and other types of units,Condo,0,0
September 2013,October 2012,2013-10-01,Apartment and other types of units,Condo,0,0
October 2013,November 2012,2013-11-01,Apartment and other types of units,Condo,0,0
